,GLC_BATCH_mu=0.58_S,LB_BATCH_mu=1.9_S,GLYC+AA_BATCH_mu=1.27_S,ACE_BATCH_mu=0.3_S,FUM_BATCH_mu=0.42_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.12_S,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC+SALTS_BATCH_mu=0.55_S,GLC@42deg_BATCH_mu=0.66_S,GLC@pH6_BATCH_mu=0.63_S,XYL_BATCH_mu=0.55_S,MAN_BATCH_mu=0.47_S,GAL_BATCH_mu=0.26_S,SUCC_BATCH_mu=0.44_S,FRU_BATCH_mu=0.65_S,LB_BATCH_mu=1.78_S,GLC_BATCH_mu=0.67_S,LB_BATCH_mu=2.3_S,GLC_BATCH_mu=1.03_S
b3283,4.7286,6.600499999999999,10.559999999999999,3.6799999999999997,3.4671,7.0085,3.6564,4.425,4.995000000000001,4.716,2.6208,2.7455,0.016200000000000003,0.12960000000000002,8.008,0.0149,5.0274,5.334,4.2108,4.939500000000001,7.1079,4.9432,,,,
b3280,428.66959999999995,603.591,,141.15099999999998,192.3288,267.44960000000003,183.26880000000003,155.3625,197.69400000000002,151.14,101.4312,74.73649999999999,180.5814,161.20620000000002,287.74199999999996,389.0241,287.3997,,,93.0735,203.1105,,,,,
b3397,796.052,1215.137,1227.36,371.15099999999995,596.0999,624.5032000000001,590.9112,685.6125,541.809,404.352,282.99440000000004,197.3055,419.87160000000006,324.324,846.636,703.0714,729.5757,774.0459999999999,637.2036,385.1478000000001,701.2956,717.5928,1026.7796,767.325,1450.2668,1247.6906999999999
b3398,58.688599999999994,150.7365,96.92159999999998,34.5805,55.499,59.474000000000004,43.4148,33.4375,98.94150000000002,86.592,72.9976,54.833999999999996,21.060000000000002,24.672600000000003,31.485999999999997,59.8682,58.2561,41.608,67.5972,25.0194,50.5035,64.9572,140.81040000000002,52.155,244.705,142.6266
b0742,1966.203,3113.2214999999997,3850.9824,927.3369999999999,1100.3661,1016.5338,1318.4028,1146.6374999999998,947.241,659.94,564.7512,466.545,638.9442000000001,1305.3474,932.33,919.33,737.1168,434.1259999999999,424.93440000000004,341.5248,478.66740000000004,752.7428,4407.5224,2668.89,5526.8014,4265.4699
b3208,0.284,0.7955,,0.1955,0.5206999999999999,0.5109,1.9008,0.0,0.21600000000000003,0.0,0.0,0.095,13.154399999999999,12.636000000000001,0.63,0.1788,0.3528,,,0.333,1.4319000000000002,,,,,
b1853,35.1734,202.31499999999997,179.7312,37.777499999999996,71.2978,95.1846,102.82800000000002,96.5,101.7225,106.02,63.336,49.723,52.22880000000001,17.01,10.43,19.772299999999998,15.0822,68.85199999999999,108.62280000000001,56.721000000000004,83.9919,104.1772,239.0936,57.55499999999999,172.22,89.22569999999999
b0412,272.1146,303.42949999999996,,104.05199999999999,37.7444,236.8349,59.769600000000004,13.375,147.29850000000002,38.292,4.066400000000001,41.42,80.01180000000001,155.52,111.63599999999998,138.8084,87.0093,,,34.2102,20.6658,,,,,
b0772,1955.553,3324.7815,2756.352,916.3199999999998,1360.7542,1376.3908000000001,1451.5776,1700.3375,1237.086,859.3919999999999,677.716,523.8775,1176.2982000000002,1253.7666,1942.6539999999998,3747.5586,2626.9782,1503.7539999999997,1224.7356000000002,774.9354000000001,1430.6100000000001,1857.2816,2892.3372,1740.12,3430.9276,2590.8906
b1962,2.3714,9.5675,,0.529,7.1628,2.7772,0.0,0.0,1.107,92.832,0.0,0.038,0.8424,0.27540000000000003,3.9199999999999995,3.2035,7.129499999999999,,,0.4662,0.6837000000000001,,,,,
b4472,1.0366,7.095,5.0304,1.3224999999999998,2.0701,2.7379,1.7820000000000003,2.225,3.6990000000000007,2.6759999999999997,2.1111999999999997,1.6435,5.216400000000001,0.2916,2.198,9.521099999999999,6.8061,5.306,3.2868000000000004,2.0091,3.5346,3.8924,0.1272,0.615,3.9240000000000004,2.301
b3407,240.64739999999998,707.2855000000001,497.93279999999993,120.11749999999999,161.6329,196.85370000000003,178.18680000000003,178.5875,282.29850000000005,197.964,117.8528,87.6945,101.9466,120.20400000000001,229.24999999999997,464.9247,296.1756,307.174,206.58,102.1422,211.4052,365.6636,784.1668,367.40999999999997,1344.5368,943.1976
b3439,115.3466,171.3335,222.8928,92.0345,154.6098,118.2668,159.324,94.26249999999999,89.42399999999999,89.472,88.8056,107.692,184.80960000000002,209.10960000000003,220.10799999999998,196.7694,206.28510000000003,159.054,138.6396,199.7112,133.0119,161.0684,119.69520000000001,128.085,94.48120000000002,95.3853
b3440,602.1936,1702.6064999999999,1167.6671999999999,384.537,469.138,505.3718,543.6156,506.13750000000005,436.8465,374.34,253.0216,224.56099999999998,561.3462000000001,383.30820000000006,783.062,723.0373999999999,885.7190999999999,645.078,409.16040000000004,323.8869,459.52380000000005,602.1824,418.2548,207.87,406.54820000000007,311.27220000000005
b3441,7.951999999999999,12.0185,,2.783,2.2733,9.2486,0.6864,4.4,14.256000000000002,11.1,2.5064,0.22799999999999998,0.0,0.17820000000000003,29.918,4.8872,4.483499999999999,,,2.6418,8.694600000000001,,,,,
b3437,22.578,41.17249999999999,7.718399999999999,4.1514999999999995,9.6901,6.1046000000000005,16.698,6.3375,8.721,4.9079999999999995,0.8112,1.2445,37.827000000000005,46.3806,122.76599999999999,60.791999999999994,386.9775,83.874,73.4976,52.858200000000004,60.0108,80.142,,,,
b1906,4.6718,6.966,,0.713,6.2484,4.414700000000001,4.8972,9.7,1.1340000000000001,18.804,9.4328,0.0,20.4768,11.2428,17.836,26.462400000000002,23.5641,,,1.9536000000000002,4.0506,,,,,
b1895,369.4414,212.9145,,223.2035,194.1576,177.505,178.86,699.125,225.13950000000003,276.52799999999996,330.824,222.25249999999997,163.71720000000002,351.1188,98.014,188.6936,257.9115,,,90.68700000000001,126.3426,,,,,
b0890,46.8032,141.7925,70.92479999999999,14.651,24.6126,38.6712,33.4224,24.2,42.2955,24.528000000000002,19.2192,15.066999999999998,4.5684000000000005,7.403400000000001,19.656,77.0628,25.842599999999997,36.903999999999996,38.016000000000005,10.600500000000002,29.979599999999998,44.370400000000004,74.92080000000001,21.06,157.02540000000002,136.8033
b1594,27.420199999999998,119.13149999999999,61.0368,23.598,35.4711,65.77510000000001,27.733200000000004,32.925,85.7385,116.604,83.17920000000001,65.0275,24.850800000000003,23.1174,8.792,22.7076,22.5792,9.842,43.784400000000005,21.012300000000003,31.0761,23.532,38.4568,59.655,127.94420000000001,46.073100000000004
b0714,0.014199999999999999,0.043,0.0384,0.046,0.012700000000000001,0.0131,0.198,0.0125,0.054000000000000006,0.012,0.010400000000000001,0.0095,0.405,1.0692000000000002,6.7059999999999995,0.8791,15.7143,9.127999999999998,0.066,0.8325,0.9804,6.6452,,,,
b3072,,,,,,,,,,,,,,,,,,,,,,,915.6916000000001,69.53999999999999,1188.9284,144.6444
b0352,18.3464,30.874,10.3296,11.580499999999999,12.6492,6.4582999999999995,12.0252,6.7875,8.086500000000001,10.931999999999999,5.7824,3.496,0.7938000000000001,1.2960000000000003,8.666,11.4432,7.5411,18.144,20.2752,8.8023,14.0223,21.9188,,,,
b0354,124.7186,340.40950000000004,300.5184,63.284499999999994,87.00770000000001,119.8912,69.2736,52.725,75.62700000000001,40.632,29.9312,23.427,125.20980000000002,28.1232,58.77199999999999,108.9339,174.9741,61.06799999999999,74.052,43.634100000000004,93.8217,122.47,249.0576,97.53,213.0078,80.6766
b0355,73.7832,504.089,,45.436499999999995,33.2359,57.168400000000005,58.594800000000006,12.262500000000001,22.6125,12.228,7.6752,10.943999999999999,25.0938,10.6758,78.46999999999998,89.1318,79.9827,,,19.724700000000002,40.7382,,10.048800000000002,3.4499999999999997,22.693800000000003,4.6905
b1325,145.42219999999998,132.4615,,163.02399999999997,171.8564,267.0828,127.2216,117.2,164.63250000000002,167.16,193.2528,145.3215,37.519200000000005,90.42840000000001,94.06599999999999,109.36600000000001,135.6369,,,128.81550000000001,118.4736,,,,,
b2251,29.607,177.504,,9.4645,98.3996,21.2875,5.1612,1.5875,23.976000000000003,3.9119999999999995,107.8896,1.3964999999999999,6.3828000000000005,46.2348,0.868,28.0716,53.904900000000005,,,5.261400000000001,13.815900000000001,,,,,
b1875,399.2188,756.2624999999999,433.4976,186.0125,200.8251,236.11440000000002,307.0716,303.3375,196.00650000000002,162.34799999999998,134.6072,107.502,110.6136,146.80440000000002,420.7,261.3162,297.8514,339.542,253.65120000000002,167.74320000000003,239.0628,298.93039999999996,395.2952,187.95,312.9826,276.82800000000003
b2902,25.1766,36.7865,,12.8685,6.1722,9.9298,16.1172,5.0249999999999995,14.7825,3.312,10.784799999999999,3.268,10.7568,0.7128000000000001,36.736,4.2017999999999995,38.2641,,,4.1958,11.0811,,,,,
b2953,64.9082,121.2815,100.3584,26.162499999999998,38.6334,43.688500000000005,29.6604,47.275,34.209,21.023999999999997,15.215200000000001,9.3955,39.0906,22.8258,74.83,147.24179999999998,57.9474,99.134,47.876400000000004,46.509,53.973600000000005,97.47279999999999,89.888,56.550000000000004,131.38860000000003,75.3489
b2954,961.0844000000001,2286.7829999999994,1634.0928,368.851,517.0805,617.8222000000001,621.8388,569.6,522.6795000000001,350.484,265.9696,193.7905,209.66039999999998,232.1298,593.1659999999999,456.90849999999995,451.2018,526.722,635.0124000000001,305.0502,572.2182,690.494,1411.7928000000002,640.905,1913.4296000000002,1175.2092
b2955,2.0589999999999997,4.493499999999999,2.5152,0.736,0.7746999999999999,1.1135,1.5048,1.225,0.4590000000000001,0.012,0.010400000000000001,0.095,0.4212,0.38880000000000003,1.652,0.6556,0.3528,0.13999999999999999,0.05280000000000001,0.6882,0.2322,0.6068,2.3532,1.6949999999999998,1.8748,1.2567
b4468,0.014199999999999999,6.492999999999999,0.0192,26.035999999999998,0.8889999999999999,0.09170000000000002,0.013200000000000002,0.0125,0.013500000000000002,0.012,0.010400000000000001,0.0095,0.0,0.0,0.013999999999999999,0.0149,0.0147,0.013999999999999999,0.013200000000000002,0.0111,0.0129,0.0148,2.5652,0.0,0.021800000000000003,0.0
b4467,0.3834,6.278,0.768,36.754,8.128,5.5544,4.62,0.0125,2.16,10.284,8.6632,11.969999999999999,0.0,0.2106,0.013999999999999999,0.0745,0.1176,0.013999999999999999,1.2672,1.6983000000000001,2.3607,0.518,32.308800000000005,0.39,1.1772000000000002,0.7611
b3025,99.9112,578.737,,47.98949999999999,34.620200000000004,109.385,79.47720000000001,33.675000000000004,38.6505,100.2,101.19200000000001,24.206,51.2406,45.603,67.77399999999999,79.5511,79.4241,,,33.5553,55.4055,,,,,
b2308,148.19119999999998,44.032,42.144,47.15,84.60740000000001,133.1746,102.5508,120.3875,136.377,140.052,131.6536,119.6525,18.192600000000002,27.248400000000004,19.291999999999998,35.298100000000005,22.2999,55.384,88.0836,45.343500000000006,69.0795,86.6096,11.236,73.965,45.1914,478.50179999999995
b0186,8.165,20.510999999999996,9.1776,11.1205,14.1478,15.3794,8.7912,8.2375,15.835500000000001,16.368,17.576,19.854999999999997,11.502,23.230800000000002,5.306,4.321,13.4358,6.944,9.8076,8.9577,10.191,7.5628,,,,
b0187,193.71639999999996,234.5005,221.8944,162.63299999999998,143.6497,201.26839999999999,174.6492,117.775,172.9755,162.33599999999998,165.9736,121.6,209.19060000000002,445.5810000000001,459.256,135.2473,483.5712,288.93199999999996,282.05760000000004,350.68230000000005,230.1876,396.8176,48.06040000000001,133.095,152.2294,247.46370000000002
b0188,1.1218,8.7935,0.0192,4.6,6.2992,0.0131,7.9992,8.1125,10.111500000000001,8.556,6.9056,5.2155,0.0,0.0,5.278,16.0473,8.4672,9.898,8.936399999999999,3.6186000000000003,6.798299999999999,13.097999999999999,,,,
b1040,0.29819999999999997,0.19349999999999998,,0.0115,0.4699,0.2358,0.0396,0.5125,0.09450000000000001,0.46799999999999997,2.9224,0.0,0.09720000000000001,0.048600000000000004,0.0,0.0149,0.0,,,0.777,0.1419,,,,,
b1608,344.989,597.6139999999999,565.6512,201.503,231.99089999999998,176.2867,291.20520000000005,309.625,159.948,143.976,96.8656,100.80449999999999,106.27199999999999,98.91720000000001,208.894,288.80670000000003,388.1094,294.74199999999996,201.564,181.4295,241.9266,1396.6168,442.14720000000005,304.11,328.48240000000004,418.6404
b2618,179.98499999999999,292.486,167.6928,96.78399999999999,106.3244,95.106,117.942,91.4,112.86,71.67599999999999,67.6728,54.064499999999995,64.08720000000001,48.7296,154.48999999999998,200.7328,126.86099999999999,162.134,101.8908,81.6183,143.9382,224.6344,159.636,76.995,422.7456,128.59050000000002
b2735,2.201,12.8785,,0.023,5.4483,2.8034000000000003,4.4616,0.725,0.54,0.0,0.41600000000000004,0.076,0.5832,12.2958,1.232,0.1341,2.5284,,,0.1665,2.451,,,,,
b1941,,,,,,,,,,,,,,,,,,,,,,,264.046,97.08,439.18280000000004,382.3377
b1942,21.868,70.60600000000001,22.944,16.732499999999998,23.939500000000002,12.2223,12.870000000000001,18.575,18.198,18.564,24.2008,11.6375,9.201600000000001,0.5346000000000001,9.113999999999999,68.1377,0.9996,10.681999999999999,2.7456,2.4309000000000003,2.7864000000000004,1.332,28.768400000000003,12.24,21.037000000000003,22.921499999999998
b1943,,,,,,,,,,,,,,,,,,,,,,,27.3904,0.015,23.3042,9.345600000000001
b1921,,,,,,,,,,,,,,,,,,,,,,,645.5824,515.145,660.4528,373.647
b1380,803.4359999999999,1331.6885,807.6288,419.6235,484.23830000000004,629.455,684.8159999999999,682.3625,865.4715000000001,681.588,582.3480000000001,562.5709999999999,1042.875,594.054,418.01199999999994,863.455,875.2233,487.774,475.3716,305.9715,296.72580000000005,271.6096,1261.082,632.49,1324.1538,994.5984
b1379,34.6622,201.67,24.96,21.918999999999997,11.9888,14.8161,21.6216,63.224999999999994,12.393,16.296,9.8904,10.298,253.0278,120.4632,113.77799999999999,206.0521,219.42690000000002,91.476,15.84,21.9447,14.989799999999999,19.0476,4.303599999999999,0.405,83.21060000000001,0.8142
b1378,92.95319999999998,423.292,166.65599999999998,54.2225,63.0047,123.4937,79.6356,50.8,84.132,70.38,68.1512,85.56649999999999,54.8046,65.7882,75.51599999999999,102.98880000000001,142.88400000000001,72.25399999999999,67.122,43.35660000000001,83.9532,122.3516,204.6224,56.925000000000004,323.46840000000003,117.1209
b0767,2558.5986,4735.912499999999,5462.496,3362.0825,3925.0366,2874.6902,4420.7064,2219.15,4404.415500000001,3658.056,3629.3920000000003,3110.7845,6697.4688,6643.150200000001,8006.614,5249.2998,9543.9897,4219.642,3478.4112,5168.8815,3167.1306,3682.1512000000002,2328.3536,1163.835,2134.7868000000003,1339.8723
b0732,2.8684,4.5794999999999995,,1.127,4.6354999999999995,3.4191,0.5676,86.775,3.2805000000000004,39.54,14.788800000000002,2.147,1.0044,0.81,0.378,1.7134999999999998,0.4998,,,0.8880000000000001,2.8638000000000003,,,,,
b2785,2.4282,7.998,3.7439999999999998,1.196,2.3241,1.6506,1.7028,1.875,1.7955000000000003,1.8239999999999998,1.3104,0.6839999999999999,0.6642,0.5346000000000001,1.8059999999999998,4.4104,3.0576,2.828,1.6236000000000002,2.3421,2.8122000000000003,3.2560000000000002,7.42,4.965,23.9582,4.0533
b2668,684.2554,2424.555,1252.5503999999999,381.81149999999997,628.3833000000001,495.0883,594.0528,629.0124999999999,581.6475,527.112,413.98240000000004,445.037,308.26980000000003,319.67460000000005,513.534,549.1544,433.7382,693.252,864.8904000000001,683.9043,768.3498000000001,1121.6476,54.8656,49.019999999999996,104.967,71.86200000000001
b4481,7.0148,29.820499999999996,19.4304,3.5994999999999995,5.6896,7.8731,9.0684,6.05,7.2090000000000005,4.008,3.64,3.6195,0.7128000000000001,4.147200000000001,7.489999999999999,20.9047,9.5991,13.761999999999999,7.8276,5.0061,7.4046,14.3116,,,,
b3830,967.7725999999999,1036.2355,1452.48,1656.3449999999998,1515.7196000000001,1392.7658000000001,1472.9616000000003,1178.2125,1859.9895000000001,1406.352,1183.78,829.8915000000001,928.341,954.7308000000002,2054.9199999999996,1152.8726,1657.278,980.2099999999999,2028.3252,1285.5687000000003,1530.6882,1424.4260000000002,58.406000000000006,226.395,55.3284,193.0185
b2703,0.3408,397.2555,6.854399999999999,1.2994999999999999,0.5334,2.3711,0.013200000000000002,0.725,0.013500000000000002,0.012,0.2496,0.0095,0.6966,1.9602000000000002,0.013999999999999999,0.0894,0.0147,0.013999999999999999,0.396,0.0111,0.0129,0.0148,144.37199999999999,0.54,42.7934,2.0000999999999998
b4518,23.444200000000002,12.341,,13.2825,15.633700000000001,14.252800000000002,7.3919999999999995,2.8625,6.3045,65.78399999999999,5.720000000000001,3.3534999999999995,1.0854000000000001,1785.0456000000004,5.6,4.9021,10.907399999999999,,,1.6983000000000001,3.5217,,,,,
b4565,208.14360000000002,1101.5955,,175.38649999999998,278.511,329.81870000000004,181.038,5.1875,106.06949999999999,1.476,171.808,856.3775,419.2236,935.7282000000001,29.007999999999996,171.0669,41.483399999999996,,,69.9744,6.424200000000001,,,,,
b4523,148.4184,168.23749999999998,,83.11049999999999,206.2988,156.7939,93.2844,33.8,178.09199999999998,285.34799999999996,82.19120000000001,34.903,60.28020000000001,17.8686,73.892,115.3111,163.17,,,66.5778,32.1726,,,,,
b0059,119.2374,1160.699,355.7568,75.0375,78.1685,131.2096,97.52159999999999,67.225,142.6545,102.3,78.5408,83.7615,129.4704,128.2392,77.938,151.086,152.4537,120.96,99.81840000000001,51.748200000000004,78.0966,141.8432,657.3908,115.83,847.9546000000001,168.9111
b0922,76.39599999999999,261.2895,177.79199999999997,39.9625,63.9318,60.574400000000004,71.45160000000001,56.1875,72.6975,60.408,47.7984,39.805,16.038,11.793600000000001,46.326,61.0751,30.4731,62.538,53.7636,31.1688,47.7687,51.13399999999999,276.872,88.92,345.0504,143.9718
b3166,108.88560000000001,390.483,299.5584,62.33,87.1728,88.3464,91.31760000000001,98.5125,102.7485,68.484,59.904,42.503,16.2972,20.622600000000002,41.467999999999996,69.2701,40.6308,59.919999999999995,68.03280000000001,36.8076,48.7104,79.2984,613.1464000000001,196.185,914.4446000000002,335.5389
b0082,530.3842,1070.5495,736.0704,354.407,381.68580000000003,368.9484,438.636,537.875,313.6455,221.7,169.1456,157.16799999999998,340.71840000000003,359.2998,497.8259999999999,828.7081999999999,663.0288,627.9,487.2516,334.90920000000006,456.1827,649.8384,867.2708,499.04999999999995,994.2326,818.7842999999999
b3317,20151.1064,85694.0765,51842.1504,7874.291499999999,12375.769,18854.7907,16212.728400000002,14559.7875,23527.287,13711.859999999999,8952.4032,7802.445,12385.0944,11413.5318,14701.315999999999,35892.2375,21824.1933,19876.038,15036.3708,7155.0933,13028.6259,28848.0268,62112.184,18395.445,113007.058,42367.2333
b3320,23433.479,87845.4525,53672.2944,9302.028,14405.4068,16605.7565,18295.213200000002,12413.275000000001,16425.369000000002,10407.636,7476.2375999999995,5334.0599999999995,12662.2926,11319.620400000002,19492.802,27837.521,21991.9497,21154.825999999997,15450.098400000003,9262.5948,16004.9397,26070.407199999998,73986.36760000001,26296.89,100524.72680000002,45072.2358
b0174,44.587999999999994,254.861,,12.120999999999999,7.0104,34.6364,34.3464,13.75,16.483500000000003,25.5,30.430400000000002,4.085,10.0764,2.3976,24.276,18.476,32.9868,,,5.0505,28.883100000000002,,156.13800000000003,54.644999999999996,119.83460000000001,57.666599999999995
b3648,620.8381999999999,1717.2265,1527.2255999999998,223.49099999999999,354.0125,352.76990000000006,386.1264,289.71250000000003,363.933,243.6,165.8904,128.9055,536.463,593.244,726.4739999999999,767.5884,789.8456999999999,604.534,361.7064,309.93420000000003,357.1365,545.01,1950.294,762.3,2351.6532,899.1954
b0104,1625.4456,2611.2394999999997,1273.0559999999998,747.5574999999999,1480.8073,1352.6667,1516.1256,1521.4875000000002,1606.0005000000003,692.8679999999999,362.29440000000005,238.8395,562.7232,671.0526000000001,923.5099999999999,1998.8648,1146.1443000000002,1554.5179999999998,1185.6372000000001,809.1234000000002,1492.8009000000002,1723.8596,1511.8568,1272.51,1856.9894000000002,1160.4474
b2023,2236.7981999999997,1620.068,3684.4416,507.8974999999999,942.3146,1153.1799,1622.5176000000001,1103.8625,1112.8590000000002,811.2239999999999,735.9352,416.2045,838.7550000000001,999.0702000000001,1336.664,2246.0111,1556.8622999999998,1342.558,1310.9052000000001,875.7123,1107.7746,1552.964,793.3888000000001,1911.6750000000002,740.3716000000001,3916.0542
b3309,70753.1614,268236.279,164357.4336,21183.816499999997,39156.4876,44774.64720000001,47513.571599999996,35452.475,40601.5605,23020.056,15701.7328,11149.447,19991.286,27978.566400000003,60931.905999999995,71729.74729999999,67016.8002,60327.456,42268.9872,23772.7812,44078.8485,71338.5604,229115.926,82216.935,310958.20840000006,126753.2931
b2937,1822.2576,5216.9965,11087.193599999999,1034.4479999999999,1412.3543,1184.0697,2926.5192,1146.8875,1266.111,912.324,824.2312,921.9844999999999,965.9736,1106.4924,1181.782,1016.7610999999999,1460.9448,1083.782,1028.0028,918.3918000000001,1027.9623000000001,1379.3748,4411.5716,1490.835,3490.9648,2038.9869
b2025,1460.6119999999999,387.94599999999997,2721.9072,320.5395,577.6976,778.2710000000001,1106.0676,747.0875,615.519,446.02799999999996,414.28400000000005,246.1545,458.3142000000001,460.1286,982.6739999999999,1692.1036000000001,1236.4464,922.4319999999999,867.9528,615.828,717.7431,1115.3576,528.1344,1954.395,781.3556000000001,3770.8965
b0628,621.0228,5773.739,2740.9727999999996,523.7445,916.1399,865.5825,723.0168,1074.825,633.7845000000001,597.168,393.73359999999997,327.4365,336.96000000000004,71.32860000000001,345.32399999999996,429.7011,709.7895,839.79,715.4928,480.9186,1070.442,1237.7684000000002,5146.5756,759.99,4924.7072,999.6075
b0630,3.124,39.9255,59.28959999999999,13.777,8.4582,3.93,13.6356,7.3,1.701,1.9559999999999997,4.6384,0.8265,1.3284,5.994000000000001,7.531999999999999,2.5032,12.156899999999998,18.27,15.457200000000002,7.6035,11.9454,15.8952,96.9264,68.025,136.686,89.9691
b3319,29938.8256,107230.0245,62536.72319999999,9714.763,18169.4582,20427.8256,22559.1432,15347.3125,20739.145500000002,11920.452,7725.140800000001,6745.1995,13862.874600000001,13578.629400000002,22917.593999999997,29266.535300000003,24782.641799999998,29456.602,20074.956,12553.9779,22855.716900000003,37422.643599999996,95114.4784,28824.39,114751.9736,50732.2002
b0914,215.21519999999998,920.9955,389.5872,93.932,115.7351,206.77040000000002,154.82280000000003,146.425,204.59250000000003,182.256,142.7816,120.59299999999999,90.6876,85.5036,124.55799999999999,100.426,120.3048,196.46200000000002,170.54399999999998,75.48,128.58720000000002,252.81359999999998,483.0208,124.305,558.6686,339.85769999999997
b2019,5715.9828,1084.546,8991.7632,1156.3135,2076.8564,2187.9096000000004,3720.2880000000005,2119.2625000000003,2664.414,1978.5359999999998,1571.5232,1037.818,747.8406,870.3612,2614.024,4819.4646,3253.0071,3893.834,3298.4292,1878.1089000000002,2569.8735,4446.6156,527.9860000000001,4357.545,673.3148000000001,8819.5914
b3059,0.3408,0.086,0.0768,1.0005,2.6289,1.8471,8.5932,8.625,14.553,13.116,17.243199999999998,19.988,7.128000000000001,8.3754,2.0999999999999996,5.4384999999999994,8.0262,2.142,6.3756,2.3532,4.9407000000000005,9.4572,,,,
b2569,1062.0464,3394.4844999999996,2232.5184,401.6835,720.2424,967.0420000000001,865.7352000000001,1208.0375,1212.165,913.4879999999999,644.1656,581.419,472.37579999999997,451.7208,581.42,1275.9913,900.6248999999999,945.728,914.2716,545.8647000000001,729.8562,1383.8296,2945.9308,1056.435,4384.198,2328.8067
b0847,0.014199999999999999,0.0215,0.0192,0.27599999999999997,0.012700000000000001,0.0131,0.013200000000000002,0.7875,0.7425000000000002,2.292,1.0712000000000002,2.7835,0.0,0.0,0.574,1.639,0.0147,0.013999999999999999,0.013200000000000002,0.0111,0.0129,0.0148,,,,
b3685,0.7952,1.0965,2.9952,1.0005,3.6449000000000003,3.6811000000000003,3.0228,1.75,48.789,38.904,33.477599999999995,34.370999999999995,1.4580000000000002,3.3534,1.5819999999999999,3.1886,2.1168,2.646,3.1812000000000005,0.7437000000000001,1.5609,5.2392,,,,
b2514,2682.3799999999997,6116.835999999999,4628.985599999999,1126.3675,1594.6882,1629.247,1753.3164000000002,1473.9750000000001,1585.4535000000003,1148.004,856.5440000000001,684.931,1004.7078000000001,1051.1856,1492.26,3064.6767,1883.5697999999998,2285.9759999999997,1688.4648000000002,1207.902,1656.7341,2469.38,4824.6112,2642.67,6678.321,4139.9592
b2828,10.0962,19.242499999999996,12.768,4.7379999999999995,2.5273,1.9519,5.6232,2.7375,24.678000000000004,15.431999999999999,11.7832,9.9465,0.27540000000000003,0.405,0.21,0.9536,1.323,0.013999999999999999,4.686,0.3108000000000001,0.7353,6.7784,8.416400000000001,3.09,18.464600000000004,22.602899999999998
b3315,70598.0548,295419.417,163892.2176,21201.607,37850.9403,48601.8777,53872.090800000005,36384.75,48359.051999999996,27705.624,17993.0712,15015.643,22826.496600000002,28324.695600000003,52323.362,77103.3876,65671.14749999999,55513.03799999999,40343.226,21516.684000000005,42488.613900000004,67674.50959999999,245977.7912,79551.87,312898.1904,139436.4051
b0891,1016.9187999999999,2977.8574999999996,1587.5904,739.0819999999999,720.8266000000001,987.7007000000001,906.4968,829.05,585.9000000000001,392.868,291.9072,230.27049999999997,1003.2822,847.5516,1218.4759999999999,899.5428,1220.1734999999999,870.394,587.9148,423.95340000000004,455.4732,761.5784000000001,675.0504000000001,315.42,722.6264000000001,347.9997
b1209,363.52,548.9595,520.2431999999999,283.40599999999995,359.0163,292.6671,381.744,266.9375,306.8145,231.456,147.8568,112.83149999999999,248.05440000000002,295.9254,393.582,321.2887,492.47939999999994,382.032,359.50200000000007,274.3143,379.95660000000004,416.64959999999996,559.4468,405.27,497.30160000000006,477.81149999999997
b0126,5171.639999999999,4985.721,5328.307199999999,2442.6,2713.3931000000002,3326.3127000000004,3386.6580000000004,3172.6,2904.0525000000002,1854.54,1327.2168000000001,999.0294999999999,4190.5674,3960.3492,8926.259999999998,7033.1278,12109.918800000001,4822.495999999999,3234.2904,2336.6499000000003,2976.6879000000004,4883.585599999999,6078.633600000001,7522.86,7430.7916000000005,10398.8916
b0415,10423.566799999999,23422.400999999998,22042.041599999997,5856.961499999999,6656.209699999999,7835.2017,7412.209200000001,6430.9375,7272.045,4617.42,2641.184,2028.0220000000002,5393.871000000001,5926.6566,9042.74,6553.0647,10239.0939,8859.396,6658.344,3498.4536000000007,7211.8998,8369.2816,23003.229600000002,14008.619999999999,25594.1156,18553.5471
b3789,37.7294,123.539,82.3296,3.4844999999999997,27.838400000000004,24.5494,33.4488,29.4,25.3125,14.687999999999999,12.5944,7.941999999999999,29.0466,18.7758,24.107999999999997,51.06230000000001,36.970499999999994,30.814,21.8328,6.6267000000000005,30.0441,35.031600000000005,87.74680000000001,33.69,125.1102,65.1006
b3236,75455.37779999999,157297.52599999998,212439.2832,137747.6325,88077.7512,87748.51600000002,87090.16799999999,161371.0375,96469.86600000001,72535.056,50999.041600000004,40184.753,26357.2218,31406.940000000002,88123.72799999999,93505.4864,52651.930799999995,98921.662,119820.16200000001,55335.49800000001,92318.979,112128.57400000001,182803.29640000002,67566.465,74597.8778,89062.6299
b0684,12284.661399999999,26295.8975,23331.0912,6387.847499999999,8260.08,12728.759100000001,10545.348,8659.225,7673.292,5498.4839999999995,4209.3895999999995,4277.4605,13272.9192,13232.727,18788.447999999997,20128.5292,21037.0965,12376.616,10655.2908,7922.403000000001,10069.4046,14124.38,24004.9932,11745.825,25327.741400000003,14947.313699999999
