,GLC_BATCH_mu=0.58_S,LB_BATCH_mu=1.9_S,GLYC+AA_BATCH_mu=1.27_S,ACE_BATCH_mu=0.3_S,FUM_BATCH_mu=0.42_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.12_S,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC+SALTS_BATCH_mu=0.55_S,GLC@42deg_BATCH_mu=0.66_S,GLC@pH6_BATCH_mu=0.63_S,XYL_BATCH_mu=0.55_S,MAN_BATCH_mu=0.47_S,GAL_BATCH_mu=0.26_S,SUCC_BATCH_mu=0.44_S,FRU_BATCH_mu=0.65_S,LB_BATCH_mu=1.78_S,GLC_BATCH_mu=0.67_S,LB_BATCH_mu=2.3_S,GLC_BATCH_mu=1.03_S
b4596,19.624399999999998,24.6605,,10.464999999999998,10.286999999999999,24.0516,10.863600000000002,31.125,8.667,81.012,25.2512,2.8405,0.25920000000000004,11.178,7.042,4.5594,2.6607,,,3.7185000000000006,10.8231,,,,,
b4606,2.627,3.0959999999999996,,1.656,6.6293999999999995,2.6854999999999998,12.0252,6.1125,0.10800000000000001,17.652,0.10400000000000001,0.38949999999999996,0.35640000000000005,0.27540000000000003,0.0,0.1192,0.0,,,0.0888,0.0,,,,,
b1107,185.86379999999997,423.89399999999995,265.4016,92.966,118.04650000000001,114.20580000000001,137.83440000000002,117.76249999999999,108.08100000000002,75.888,53.2584,36.594,71.02080000000001,60.66900000000001,178.808,182.227,181.00109999999998,185.22,113.29560000000001,98.72340000000001,124.6527,162.81480000000002,413.31520000000006,175.51500000000001,554.9190000000001,320.29920000000004
b2029,20022.5112,37380.6525,30879.302399999997,6326.3915,8566.327800000001,11056.8585,10997.527199999999,8752.65,11087.091,6245.94,4071.1736,2805.008,8853.0732,11042.438400000001,14202.678,24360.2633,21451.6365,17494.525999999998,9616.556400000001,5328.643800000001,10351.282500000001,15270.462399999999,32404.4756,18941.295000000002,18062.629800000002,11988.6525
b4154,51.900999999999996,877.2644999999999,465.2544,121.11799999999998,281.05100000000004,71.0282,80.8236,80.3,115.77600000000001,120.576,97.864,113.5535,29.208600000000004,35.7696,57.16199999999999,87.1799,50.9796,77.60199999999999,104.7288,71.2509,285.7995,96.83640000000001,884.8244000000001,55.394999999999996,401.665,78.3402
b1761,9006.9322,2444.0555,4609.632,4197.431,3937.3556000000003,6624.0019,5480.0856,4719.875,10871.415,7033.8240000000005,4193.2488,2430.879,1031.1462000000001,1101.3570000000002,6953.338,3737.9481,8726.8902,7584.668,5591.4672,2670.1605000000004,4540.7484,9152.349600000001,1462.2912000000001,9047.625,1703.0378000000003,14223.0828
b1109,940.7216,2520.8105,1483.7567999999999,270.9975,386.2451,572.0639,585.9216,701.0875,882.7785,397.764,347.38079999999997,340.9455,1138.5198,1292.1444000000001,1309.35,1717.5230000000001,1300.4061,2093.3779999999997,480.46680000000003,405.2499,530.8995,1674.6348,1975.5220000000002,747.1800000000001,2582.0792,1498.3227
b3908,30757.3562,58226.816,64736.6016,28306.559999999998,38412.4073,32350.292800000003,33418.5192,28252.7,31762.948500000002,24779.484,18019.7992,14941.277,29496.668400000002,30408.2586,46385.27599999999,29250.949899999996,46472.139,37408.63,40398.2436,28528.609500000002,36948.8637,42177.8244,57418.1224,35288.774999999994,62489.43840000001,30438.7431
b3417,389.7474,950.687,667.8335999999999,180.04399999999998,283.10839999999996,401.80320000000006,361.8912,277.1875,761.94,536.028,352.1024,209.589,204.16860000000003,207.94320000000005,190.162,321.4973,428.6373,316.638,524.5812000000001,196.7253,306.3363,649.646,583.8692000000001,325.95000000000005,133.0454,123.79379999999999
b0928,9918.4302,8911.6855,10720.2048,9030.6165,10902.2642,11923.043599999999,11484.910800000001,10272.574999999999,10694.268000000002,8019.912,4511.104,2956.9415,4900.3542,4632.843600000001,10841.964,11083.8269,14646.9918,13977.207999999999,11409.6576,7435.079700000001,12797.2128,13573.7312,7601.7264,11306.414999999999,9374.0436,16814.6637
b0003,843.6078,949.3539999999999,572.3712,437.4025,576.0847,903.3235999999999,583.7040000000001,1051.6625000000001,440.7885,250.128,183.0816,143.849,817.2900000000001,518.157,2129.988,868.3571,1226.7884999999999,1640.8839999999998,305.31600000000003,338.4612,516.6321,1054.0856,521.3504,1265.7450000000001,430.2884,1470.3921
b3599,809.2721999999999,3496.6094999999996,3092.7167999999997,934.168,1483.0298,1488.5399,1708.4892,684.8874999999999,2240.433,2132.052,2349.9944,2193.2175,1822.0464000000002,2319.9696,595.742,1323.4329,1125.4467,1162.8819999999998,2127.3648000000003,1350.5592000000001,1445.8449,1500.7495999999999,1189.5956,350.54999999999995,802.0438000000001,622.1019
b0002,8098.6292,4643.8065,3396.1344,2424.7634999999996,4346.981400000001,6831.165300000001,6176.847600000001,12726.800000000001,10716.6105,3930.024,2126.5712,1391.218,4164.4368,4532.533200000001,8984.178,6722.984299999999,7765.3778999999995,13024.648,5792.5560000000005,2301.4407,4921.9692000000005,14269.005599999999,2884.26,6562.92,2747.2360000000003,13360.6326
b3940,487.557,490.931,326.3232,208.863,162.4457,252.7121,282.084,213.85000000000002,440.289,204.996,187.5952,153.4535,171.6552,153.3006,305.914,706.7815,520.3653,370.59399999999994,287.6412,182.89470000000003,227.7753,577.0964,200.99720000000002,330.15,364.38700000000006,771.0474
b3067,920.1883999999999,3562.1845,1871.5967999999998,500.61799999999994,764.4511,815.2654000000001,780.3840000000001,752.125,995.4630000000001,668.5559999999999,513.656,493.145,746.2692000000001,740.3562000000001,764.582,1410.9406000000001,1054.9749,973.7699999999999,657.888,413.35290000000003,727.431,900.2839999999999,3812.2900000000004,1001.46,4446.698600000001,1939.4421
b3863,624.4449999999999,1961.2945,1137.8304,404.4435,565.7342,579.0855,584.4168000000001,602.825,620.8785,477.852,374.6912,322.60099999999994,330.0264,360.38520000000005,388.906,584.7952,531.5667,583.982,502.31280000000004,365.64510000000007,489.8259,626.04,1320.5268,490.5,1641.1258,767.4897000000001
b2568,208.5128,552.6575,381.1776,94.024,153.0731,182.96769999999998,180.0876,164.225,182.7225,136.272,102.5232,96.9855,126.86220000000002,99.09540000000001,143.052,251.6461,181.2069,205.968,170.01600000000002,111.03330000000001,140.3907,219.38039999999998,272.844,115.095,452.023,295.1829
b2957,6.688199999999999,138.503,6.892799999999999,1.7249999999999999,2.8575,2.4104,4.3032,4.3,1.7550000000000001,2.4119999999999995,1.2688,0.836,3.7422000000000004,7.678800000000001,8.511999999999999,1.7284,7.614599999999999,3.5979999999999994,1.9932,3.0636,1.2771000000000001,1.776,119.78,21.72,153.86440000000002,40.4268
b4150,27.675799999999995,79.95849999999999,70.8288,9.6485,17.0688,17.200300000000002,14.7576,13.6875,13.567500000000003,8.915999999999999,6.0008,3.7049999999999996,0.7452000000000001,11.534400000000002,21.294,20.9792,16.2876,14.238,9.134400000000001,6.138300000000001,11.7261,7.6812000000000005,32.86,17.34,43.5346,19.877100000000002
b2838,1030.2525999999998,364.0165,279.7824,424.71799999999996,789.6225000000001,672.0955,940.4604,681.5,993.1275,619.6080000000001,338.5512,183.844,232.81020000000004,236.7468,969.5279999999999,1014.6453,1250.8083,1077.6499999999999,648.9252,418.89180000000005,933.5472,1420.6816,112.148,1351.815,264.34680000000003,2079.75
b3956,5158.3913999999995,2758.794,2856.48,1551.35,1844.294,4305.9438,2884.8336,1919.5124999999998,5788.2465,3445.308,2214.0456,1588.9795,2131.11,2636.9226000000003,4227.174,5466.8398,8297.2092,5005.448,3493.9080000000004,1846.0410000000002,1908.1809,7586.346799999999,1326.8656,3063.585,1345.9538,5426.0058
b1704,426.09939999999995,377.19599999999997,220.0128,114.448,178.54930000000002,219.34640000000002,218.6184,170.3375,230.1885,141.444,71.76,62.595499999999994,209.0286,192.5046,435.54,505.1696,548.6481,309.62399999999997,188.6148,165.16800000000003,241.6428,375.4316,267.2896,369.87,337.028,492.0423
b2601,2948.5164,976.4655,789.8496,1636.6109999999999,1322.7812,1436.3233000000002,2614.194,5306.125,1661.283,813.6,477.1104,335.996,201.366,134.0064,886.34,237.26760000000002,684.0939,458.206,1365.7908000000002,1236.6177,1662.4488000000001,4998.2116,603.7760000000001,1729.065,668.6932,7675.0209
b4488,74.1808,94.1485,42.72,15.064999999999998,36.576,40.8196,46.424400000000006,90.42500000000001,30.861,7.644,3.3280000000000003,2.3655,1.5228,0.7290000000000001,21.125999999999998,91.5605,3.1016999999999997,83.44,26.862000000000002,11.1111,36.1845,54.908,36.9516,95.235,226.48020000000002,2101.9281
b0077,625.7797999999999,244.43349999999998,204.7104,353.50999999999993,435.8894,532.4626,622.6176,577.5625,610.3215,496.044,373.4952,269.47700000000003,359.94780000000003,402.084,516.3199999999999,603.4351,622.8831,627.6619999999999,479.0676,308.90190000000007,393.4758,656.2616,119.1016,891.6600000000001,132.04260000000002,1101.0639
b0078,2176.6186,944.1724999999999,875.616,1037.0814999999998,1217.1045000000001,1900.7969,1645.3404,1669.0125,1454.7465,1026.24,859.0400000000001,679.326,1293.2784000000001,1018.4292,1963.6679999999997,2138.001,2344.3707,2551.7799999999997,2100.7008,1428.1926000000003,1807.5738000000001,2858.2352,238.0336,2007.405,228.55120000000002,2402.421
b1264,1547.7857999999999,578.3715,466.40639999999996,536.314,923.1884,1258.8052,1739.2848000000001,1238.575,2102.6385,1309.788,912.86,750.3385,499.8186,479.34180000000003,1014.93,2067.2558,1191.4203,1097.194,1132.5336,908.5239000000001,1014.3399,2179.1224,177.44400000000002,871.83,228.55120000000002,2470.3713000000002
b3360,215.2578,275.6085,,35.006,103.0986,86.80060000000002,140.30280000000002,13.412500000000001,49.5315,86.928,50.7312,22.628999999999998,116.9802,59.940000000000005,154.88199999999998,179.1576,155.0997,,,38.883300000000006,24.548700000000004,,,,,
b1263,1456.0964000000001,713.5205,1242.7392,602.0134999999999,823.595,1281.5337,1453.2012000000002,1239.625,1844.532,1041.636,802.8176000000001,615.334,307.8162,462.57480000000004,857.9339999999999,2124.3079000000002,1001.8344,939.1199999999999,1084.3272000000002,704.0397,780.1146,1941.2420000000002,110.7488,945.1949999999999,125.7642,2969.5113
b1262,1141.4244,205.1315,170.016,383.83549999999997,586.0415,772.6510999999999,812.5128,816.25,772.4295,557.184,373.62,296.54249999999996,342.468,408.19140000000004,744.744,1270.1803,859.5825,694.722,646.9188,529.0482000000001,599.7081,1203.8319999999999,97.5412,930.1949999999999,220.26720000000003,2082.7059
b2366,94.785,3075.9405,169.344,32.751999999999995,39.9669,42.195100000000004,38.478,27.2625,38.745000000000005,24.131999999999998,29.7128,19.446499999999997,62.6292,33.3558,67.452,113.97009999999999,87.5973,40.32,33.013200000000005,16.5834,20.64,34.395199999999996,1769.0764000000001,304.275,5279.6112,399.2943
b0004,20744.141,7528.139,6638.4576,6441.241999999999,11261.775800000001,11806.9907,14664.078,24545.3875,11838.231,6112.356,3560.1072,2841.9249999999997,8073.594,8670.24,24531.136000000002,11108.5907,14028.8274,23764.510000000002,12067.4004,5189.9826,13050.93,21469.7088,7969.143600000001,20514.510000000002,3082.7816,25286.1669
b3939,2721.1034,505.078,819.4752,1235.008,883.5390000000001,1092.7103,1777.6704000000002,1088.0625,1633.1895000000002,783.8159999999999,807.3728000000001,709.9540000000001,774.9756000000001,383.4864,1128.3999999999999,2148.5651,1898.2992,1695.022,1322.706,1127.9709000000003,1139.1603,2345.8296,235.74400000000003,1073.79,89.81600000000002,1051.8048000000001
b3806,4.5298,0.0215,3.7439999999999998,3.0934999999999997,2.0574000000000003,5.4234,2.6268000000000002,0.9375,9.747,4.656,1.04,0.8835,1.0854000000000001,1.7172000000000003,5.9639999999999995,8.3291,5.3655,2.296,0.5940000000000001,2.2089000000000003,0.7224,2.1904,7.759200000000001,3.585,17.047600000000003,19.6116
b3565,369.31359999999995,1195.4859999999999,766.2912,251.99949999999998,259.5118,322.0504,301.5672,243.425,285.9705,217.68,174.096,159.087,267.4782,279.612,401.996,490.49309999999997,512.0450999999999,42491.064,255.6444,233.73270000000002,286.1091,354.904,,,,
b1613,1297.5818,4371.6165,4014.0480000000002,1036.173,1149.6929,1108.4827,1171.2492,1062.1875,1232.0100000000002,920.652,682.0944000000001,528.3045,703.0476000000001,871.3008000000001,1660.0639999999999,1452.303,1280.4141,1498.4619999999998,986.9772,517.9371000000001,1054.3557,1252.6276,3071.8588,1276.0049999999999,2750.07,1609.7442
b3384,2581.5032,4299.3765,4321.4784,1063.4165,1394.5743,1492.221,1811.0532,1526.4875000000002,1474.3485,1024.44,681.3352,583.0815,873.8442,817.6626000000001,1755.53,3122.8314,2750.8550999999998,2042.8519999999999,1539.252,913.9296,1465.2078,2293.3932,6651.2668,4305.51,7378.253600000001,7861.3665
b0026,3076.0323999999996,6205.631,4511.5199999999995,1550.3034999999998,2104.5551,2123.8768,2394.5724,2400.875,2223.315,1635.744,1116.7624,839.515,1501.7724,1554.228,2920.61,4394.8742,2975.3682,3435.0959999999995,2145.3432000000003,1505.9592000000002,2023.494,2991.746,5105.0024,2969.25,5807.672600000001,3964.1982
b2697,2766.5717999999997,6999.7119999999995,4752.902399999999,1303.18,1918.3223,2182.9971,2257.0812,2307.75,2329.7355000000002,1727.8079999999998,1240.9488000000001,985.9479999999999,1758.2022,1854.0738000000001,2400.132,4430.9322,3308.235,3344.7679999999996,2347.422,1404.4608,2349.2577,3867.092,6901.448,3251.0249999999996,9635.3384,6756.6386999999995
b2114,2956.8376000000003,5528.768,3656.16,1257.9159999999997,1617.853,1745.0379,1936.3872000000001,1771.5,2032.6005000000002,1422.972,1012.4712,797.81,1072.116,1148.9202,1838.3259999999998,3331.8486,2383.6344,2340.282,1952.2800000000002,1141.9791,1670.3952000000002,2842.2068,4817.3396,3227.88,5866.816,4626.9039
b3560,2357.0438,7916.5365,4839.7632,1049.904,1520.3043,1722.0474,1609.9908,1432.9125,1644.921,1184.004,855.3584000000001,665.7505,805.788,769.8078,1616.4679999999998,2260.5684,1817.0816999999997,2097.634,1602.9288,1174.6908,1849.6149,2381.1128,3979.2824,1774.5149999999999,3888.1172,2404.5627
b3559,4137.3546,13971.731999999998,7937.260799999999,2252.8959999999997,3192.7927000000004,3317.837,3541.3356,3366.0874999999996,3617.5815000000002,2603.7239999999997,1763.6216,1539.9879999999998,2056.3308,2483.1036,3752.1399999999994,5426.5353,4001.34,4625.432,3687.1428,2199.021,3157.4814,4843.285199999999,11792.012400000001,4545.045,12427.3298,6435.2775
b0680,1418.6936,3679.8109999999997,2901.1007999999997,682.3984999999999,942.0479,839.5397,1114.9116000000001,965.8,1098.2250000000001,740.088,540.5088000000001,438.957,610.3026000000001,576.234,926.9959999999999,1646.8225,1176.1029,1190.4339999999997,926.6796,604.6947,833.6754,1443.1628,2979.5116000000003,1963.935,3369.1464,2578.4298
b3744,2507.5211999999997,1292.2789999999998,53091.168,615.434,738.1367,933.3357000000001,1095.9168,1287.0124999999998,1418.7825000000003,694.764,360.4536,176.339,130.7988,125.42040000000001,1311.954,1043.9983,1284.633,1291.4579999999999,1069.7676,403.06320000000005,757.359,1819.6896,1943.6584000000003,2139.255,902.3238000000001,4739.4936
b0033,6311.5592,884.123,1295.0783999999999,1741.5484999999999,3176.4351,2918.7324,3765.2736,2309.3125,4050.0945000000006,2247.0719999999997,1465.5368,1061.1785,1963.8126000000002,1858.8528000000001,3148.3619999999996,5355.9689,4275.1275,3761.912,3361.9476,1858.7172,3362.8107,5468.9848,510.11440000000005,6620.414999999999,883.336,6249.693
b4200,24781.910999999996,90820.27849999999,56293.1904,10032.623,13181.711,15639.1075,16035.492000000002,12537.449999999999,17770.644,10546.944000000001,7350.595200000001,5476.2654999999995,12735.2412,13680.932400000002,24958.304,24426.463999999996,23818.3071,20571.012,13916.2716,8150.064,12787.254,20692.7532,73764.2976,28088.445,91493.8806,39228.1737
b3341,76710.7856,293118.1215,151436.58239999998,26041.830499999996,42385.653099999996,48476.23560000001,49295.0304,36577.424999999996,45643.135500000004,29703.816,17680.7384,14146.3455,27446.688000000006,27526.878000000004,56276.206,59006.696899999995,51935.6292,60500.98599999999,47836.8528,21496.8705,43948.5069,65196.249599999996,216664.0848,97645.17,338831.9282,150760.812
b3301,9920.1342,41701.700999999994,28486.867199999997,3898.9944999999993,6564.972900000001,8987.8314,8150.419200000001,6453.325,13089.222,7755.816,5557.7704,3973.5364999999997,6300.828,5744.115000000001,6055.909999999999,16450.8665,9988.7382,11089.539999999999,6709.032000000001,3812.8611000000005,6379.1919,16717.192,37248.612,9710.715,68929.39820000001,30070.423799999997
b4033,1.1076,11.997,5.126399999999999,1.4949999999999999,3.9370000000000003,4.1265,2.6268000000000002,4.9,38.88,64.224,58.531200000000005,28.775499999999997,0.0,0.0,0.40599999999999997,2.1754,3.1164,0.26599999999999996,9.702,1.8426,3.0831000000000004,6.2752,10.5364,1.0050000000000001,3.4662000000000006,1.4868
b3396,43.7928,104.9415,63.18719999999999,27.945,36.6522,51.718799999999995,24.6312,41.6875,48.9375,38.495999999999995,30.992,28.31,34.1172,73.2078,127.51199999999999,94.2872,28.282799999999998,71.19,72.58680000000001,22.866000000000003,90.3,139.564,52.788,20.97,168.33960000000002,126.28949999999999
b1901,49.6432,216.46200000000002,156.40319999999997,166.6695,300.2915,181.7494,117.2556,135.92499999999998,159.5295,373.944,396.20880000000005,623.333,499.38120000000004,417.94380000000007,72.77199999999999,91.6797,40.17509999999999,124.13799999999999,232.9008,375.79050000000007,210.4248,42.9644,45.2196,2.205,3.5752,7.133100000000001
b3751,7154.4144,45104.42,36962.6112,15673.959499999999,28846.6022,22709.3609,24547.472400000002,33561.4125,21579.831000000002,24197.988,21763.3208,19415.568,9501.1866,10225.5696,4156.516,7889.0434,5366.8524,5029.36,32428.3476,25994.046600000005,28427.2269,15893.3648,39044.3368,4853.25,173312.507,37569.5067
b1252,153.0476,160.75549999999998,248.40959999999998,59.937999999999995,106.03229999999999,104.7607,113.53320000000001,122.0125,129.5865,70.99199999999999,56.815200000000004,40.736,84.159,80.53020000000001,270.32599999999996,325.1478,234.4062,238.83999999999997,117.0972,70.35180000000001,122.5371,208.9908,192.8564,180.32999999999998,381.69620000000003,370.7973
b3035,6935.791199999999,14156.3525,12272.063999999998,3966.5109999999995,5329.415300000001,5644.2398,6329.9412,4671.4125,4426.164,3457.368,2696.9696,2376.3205,4863.726000000001,5291.406000000001,7336.097999999999,7864.5626999999995,7830.8076,7296.6179999999995,6377.58,4854.729300000001,5970.4167,7958.8332,11242.296400000001,5952.585,13761.795000000002,7340.9865
b0929,34104.779,34186.376,126785.1072,24127.425499999998,44337.12240000001,55588.225600000005,48329.318400000004,34283.175,60412.1895,54339.70799999999,35164.5112,23918.017,13131.396,14123.5488,15865.514,12856.554399999999,17855.1051,32416.495999999996,40872.955200000004,21910.467600000004,36949.1475,40023.6696,39468.760800000004,37821.479999999996,13080.6976,21422.1861
b4355,0.11359999999999999,1.5479999999999998,0.9792,0.368,0.0,1.0218,0.198,0.35000000000000003,17.5905,37.476,5.148000000000001,0.095,0.0,0.0,0.013999999999999999,0.0149,0.3381,0.322,0.35640000000000005,0.12210000000000001,1.5222,0.9916,20641.1892,5911.4400000000005,25221.4882,11942.5794
b4036,1281.9334,5556.9975,7056.307199999999,1186.708,2646.6927000000005,4338.9689,2205.0732000000003,1507.9624999999999,4022.0415000000003,6949.427999999999,3303.3416,2272.286,285.00660000000005,366.97860000000003,740.5160000000001,737.6990000000001,731.5602,674.366,2631.3144,1286.5677,1959.7164000000002,1765.1368,4342.29,451.03499999999997,283.2474,258.7032
b3702,94.07499999999999,288.358,168.9024,58.120999999999995,95.3897,88.90970000000002,101.34960000000001,73.175,132.246,88.908,60.736,55.67,40.3218,40.5324,70.57399999999998,157.7165,68.0757,103.51599999999999,99.15840000000001,51.12660000000001,85.01100000000001,116.2688,271.0632,125.03999999999999,450.5406,300.2451
b0215,20.6752,75.637,56.812799999999996,15.064999999999998,26.4795,29.514300000000002,17.608800000000002,17.425,11.691,10.02,7.9768,5.016,0.5832,4.309200000000001,19.936,42.3011,11.0544,21.644,19.602,8.535900000000002,17.3376,21.6376,76.74400000000001,30.119999999999997,50.88120000000001,26.9571
b3813,43.522999999999996,255.3125,108.49919999999999,37.168,37.465,61.4914,47.2428,36.9125,71.226,46.92,44.980000000000004,40.137499999999996,42.6222,18.3384,44.254,43.5825,42.1008,52.682,32.3532,33.7995,38.442,52.6584,103.24400000000001,30.72,128.2494,58.7994
b0345,32.361799999999995,10.062,,10.085499999999998,35.915600000000005,22.9774,13.714800000000002,16.7,13.122000000000002,28.392,7.0200000000000005,3.0305,2.3166,2.2356,28.644,9.6403,18.4044,,,10.078800000000001,18.369600000000002,,,,,
b2837,91.5616,208.7435,,42.7915,71.1327,69.5086,89.48280000000001,60.1625,51.57000000000001,35.004,11.8352,15.219,11.502,29.014200000000002,33.586,50.2279,52.5966,,,28.704600000000003,29.566800000000004,,15.285200000000001,12.870000000000001,24.852000000000004,17.4699
b2840,6.063399999999999,13.179499999999999,14.8416,15.616999999999999,72.0852,13.4537,59.3472,49.087500000000006,96.98400000000001,82.38000000000001,55.473600000000005,57.180499999999995,1.7982000000000002,2.7378,5.936,7.5245,14.8176,8.176,9.1872,4.8174,8.139899999999999,9.4276,57.346000000000004,50.400000000000006,30.3456,67.0476
b3742,5920.8746,8282.681499999999,7677.868799999999,1998.4699999999998,3556.1651,3583.6622,4376.0112,4524.5,3313.521,2344.872,1571.6688000000001,1031.4245,1091.1186,1178.9388000000001,6178.815999999999,3766.3624000000004,4083.8217,5660.606,4571.1864000000005,4441.9980000000005,4149.1947,5417.244000000001,8463.336800000001,6565.200000000001,8094.209200000001,5329.6116
b0047,3.1666,7.7829999999999995,5.7984,4.0249999999999995,5.8293,10.1525,5.187600000000001,3.2750000000000004,14.242500000000001,12.239999999999998,9.672,9.785,1.134,1.0854000000000001,1.694,4.1422,4.9245,1.7779999999999998,5.332800000000001,2.6862000000000004,5.6631,4.9432,,,,
b4037,340.75739999999996,1955.167,2104.6464,383.27199999999993,888.7206,1229.1861,1008.5724000000001,722.0875,1444.7565000000002,1242.6,878.5712,476.919,115.71660000000001,94.8024,145.292,130.7475,212.85600000000002,199.06599999999997,1218.5976,624.5859000000002,750.4446,711.9540000000001,3421.2984,501.36,128.68540000000002,127.263
b0031,4376.1276,5429.309,3319.3536,1862.3329999999999,1553.7688,2164.906,2313.96,2067.7875,1979.775,1305.7920000000001,1015.6640000000001,809.2099999999999,3944.9592000000002,4000.3794000000003,3731.966,6074.3426,5794.4313,2848.412,2045.1552,1185.9795000000001,1438.737,3377.4784,3580.1288000000004,4663.335,4051.0722,9960.480300000001
b2507,5496.067399999999,8208.786,26573.3952,1600.8,2653.2839999999997,3321.4656999999997,3059.2980000000002,2050.1499999999996,3203.0235000000002,1767.0839999999998,1151.5192,767.904,2378.8566,2346.2622,4102.307999999999,4925.1652,4765.7841,3744.3559999999998,2225.6916,1437.7386000000001,3172.4583000000002,4429.714,7770.224,6240.285,7334.893400000001,6156.7503
b4314,,,,,,,,,,,,,,,,,,,,,,,154.336,13.26,49.9874,26.337600000000002
b0239,351.805,582.005,332.48639999999995,189.83049999999997,197.8914,260.50660000000005,245.4408,228.33749999999998,228.94650000000001,166.32,145.0592,109.51599999999999,218.6676,142.3332,289.29599999999994,494.4863,409.9389,311.08,226.6704,182.09550000000002,165.3264,287.0312,258.68240000000003,156.52499999999998,373.6084,194.2221
b4254,1142.6455999999998,152.435,263.94239999999996,386.469,525.399,446.8934,545.3316,351.4,637.0920000000001,424.716,461.27119999999996,574.9209999999999,76.626,58.644000000000005,788.0879999999999,554.5929,694.6191,744.1279999999999,477.72120000000007,308.3802,475.2876,685.3436,83.0192,901.7549999999999,64.13560000000001,738.7626
b2947,1816.0806,3428.046,3144.9791999999998,1283.3195,1324.8259,1388.4166,1523.4780000000003,1341.4625,1378.2015000000001,1149.8159999999998,905.1952,799.52,944.4924000000001,949.563,1777.4399999999998,1510.7557,2040.7422,1820.966,1527.7680000000003,1201.8192000000001,1436.4666,1883.7292,2133.2288000000003,1481.025,2457.405,1736.193
b4054,2512.9314,1924.6585,2321.4719999999998,1800.8654999999999,1904.4412,2028.5219000000002,1816.98,2148.9875,2023.4745,1662.768,1048.1848,582.6635,436.2984,442.53540000000004,2159.2059999999997,2226.5665999999997,3533.2626,2672.7259999999997,2188.8768,1325.8173000000002,2286.7056000000002,3116.954,1583.5764000000001,2999.0099999999998,1464.6112000000003,3468.9699
b2400,3636.2933999999996,9325.130500000001,6050.227199999999,1673.3419999999999,2259.3935,2388.9029,2510.9964,2085.325,2181.978,1509.9599999999998,1056.5672,774.706,1762.8030000000003,1922.6646,3291.176,3429.6522000000004,3570.6888,3029.432,2126.5464,1276.5111000000002,2192.2776000000003,3220.5984,9152.9516,4334.25,9909.4516,5590.191000000001
b3458,3759.3932,841.037,1902.6432,1274.752,3192.9451000000004,3538.0742000000005,3073.8972000000003,2296.275,3151.2780000000007,2646.9719999999998,1862.9416,1153.4615000000001,1248.696,1731.1968000000002,3425.688,4127.687400000001,2766.1725,2624.132,2596.7964,1884.9687000000004,3091.4204999999997,3423.8024,604.4332,5346.525,587.1612,4864.6149
b0932,1840.5756,5388.071999999999,3731.6351999999997,1397.3419999999999,1831.2511000000002,1704.5327000000002,1872.1692,1659.1999999999998,1832.8140000000003,1639.404,1338.2616,984.428,978.3666,1098.7974000000002,1478.8619999999999,2139.2228,2005.0506,1975.0639999999999,1885.8840000000002,1085.5689000000002,1707.702,2178.3824,4153.0588,1399.65,3397.1812,1906.29
b3661,2650.4725999999996,770.2589999999999,1273.8048000000001,1394.7774999999997,1346.6317999999999,2113.2396000000003,2052.3492,1028.1125,1894.7385000000002,1171.608,854.7864,662.2735,1391.0778000000003,960.8868,1786.4279999999999,2231.6922,1637.7269999999999,2279.928,1449.2412000000002,1050.8259,1365.9164999999998,2307.2904,294.5316,2351.67,429.43820000000005,2726.9328
b1923,4.3309999999999995,10.793,50.07359999999999,3.9099999999999997,46.0756,260.23150000000004,22.149600000000003,5.05,200.13750000000002,645.576,130.3952,10.9915,15.082200000000002,6.4476,16.772,8.8506,4.851,6.804,35.613600000000005,17.715600000000002,53.3544,14.5632,174358.4248,52349.44499999999,114470.94980000002,51498.504
b0918,774.8087999999999,1961.8964999999998,1719.8975999999998,333.753,451.7771,561.1254,537.3324,568.45,458.71650000000005,298.212,203.67360000000002,183.7585,439.8462,443.1996,809.0879999999999,826.5924,972.8312999999999,612.598,440.6292,353.10210000000006,606.6096,813.6004,1743.912,994.6949999999999,1737.4164,1167.0849
b3772,198.51600000000002,210.03349999999998,185.68319999999997,71.806,117.6909,193.6704,132.1716,188.03750000000002,192.834,117.912,82.22240000000001,56.1735,113.88600000000001,81.2916,341.418,318.86,275.9631,321.594,137.51760000000002,88.1229,138.4299,249.1136,152.0464,279.045,452.98220000000003,2229.1734
b3748,251.4252,1506.1825,679.8720000000001,663.504,870.2675,490.2937,575.5728,748.7,844.4925,984.7919999999999,1184.6432,1230.098,524.0538,422.18820000000005,296.01599999999996,560.0314,280.32899999999995,298.62,816.5388,1583.2374,864.6483,550.7819999999999,811.8964000000001,160.38,3672.6678,1617.5499
b3749,25.7872,168.3235,173.70239999999998,42.434999999999995,79.00670000000001,72.8884,70.65960000000001,142.075,121.81050000000002,140.184,118.16480000000001,164.41649999999998,68.18580000000001,96.0336,48.986,53.789,26.5335,41.23,65.14200000000001,56.61000000000001,87.9264,66.8368,160.88680000000002,57.345,1384.3654000000001,466.64279999999997
