,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,STARVED@8H_mu=-0.005_H,PERSIST@8H_mu=0.02_H,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.22_P,GLC+AA_CHEM_mu=0.22_replicate1_P,GLC+AA_CHEM_mu=0.22_replicate2_P,GLC+AA_CHEM_mu=0.25_P,GLC_CHEM_mu=0.26_P,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.31_V,GLC+AA_CHEM_mu=0.35_P,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.36_P,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.41_P,GLC+AA_CHEM_mu=0.42_P,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GLC+AA_CHEM_mu=0.45_P,GLC_CHEM_mu=0.46_P,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.49_V,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+AA_CHEM_mu=0.53_P,GLC+AA_CHEM_mu=0.55_P,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.58_S,GLC_BATCH_mu=0.6_H,GLC+AA_CHEM_mu=0.63_P,GLC@pH6_BATCH_mu=0.63_S,GLC+AA_CHEM_mu=0.65_P,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC+AA_CHEM_mu=0.73_P,GLC+AA_CHEM_mu=0.74_P,GLC+AA_CHEM_mu=0.78_P,GLC+AA_CHEM_mu=0.82_P,GLC_BATCH_mu=1.03_S,GLYC+AA_BATCH_mu=1.27_S,LB_BATCH_mu=1.78_S,LB_BATCH_mu=1.9_S,LB_BATCH_mu=2.3_S
b3734,8772.0408,8435.502,7668.202429288888,3726.3764116044563,8579.69,7919.276,11191.6376,17622.1826272803,9160.52,17844.692027528,18524.394441941,20611.796223331297,21227.9303772753,18235.8289033632,13063.2126,12702.106499999998,19124.615614035,9772.44,23810.4405466473,16142.04,19160.0109981368,24210.987500000007,8728.49,18366.9158522298,24473.6860117117,20874.1899,25823.478000000006,24934.7405571285,18634.1199731002,24878.1052,23727.0264,22578.4416,7186.8,22260.9195,17385.534455825,17881.4496097903,25308.9798428995,24089.4770964417,15429.414,23086.14,8490.408868025308,20664.2376,11526.057876565219,23775.9847856288,16273.7526,22975.142274758196,28268.1628,19807.985500000006,19699.14,22010.0302653788,22589.8091066186,21343.3202667708,19008.0650487103,28718.9757,63690.9504,42373.712,51531.5225,55255.2828
b3735,4827.6324,4905.878400000001,3191.540112363185,1467.114164249523,3232.54,2857.3720000000008,4505.6336,4302.8593557634,4142.67,4222.8813400138,4464.214949639,5022.343252662,5150.9485566063,4326.952343134,5856.315600000001,6531.2525,4704.9469236506,3767.81,6004.4375780873,6784.98,4507.7431320388005,11541.45,3366.86,4208.9343520348,5807.9331031264,9463.7733,10624.5174,6425.1028224464,4477.3588342723,10906.116800000002,10482.4896,9640.2504,3017.93,9154.161,3966.2780416426,4251.7948068848,5924.667961926801,5847.566692583199,8981.63,11170.726,3573.5199295195653,10934.6248,4856.620495093584,6038.3051497663,8236.3659,5886.1272468795,13008.4304,9331.9743,7948.2750000000015,5401.4641142102,5940.333597983101,5097.0551797254,4727.475960083,12114.9243,30897.1968,17284.6568,25554.1045,21542.6074
b3736,8315.0388,7713.711000000001,5555.720017240228,2540.410354822209,2209.67,3297.716,4510.4904000000015,7689.552859131601,2902.78,7785.4645383883,8285.2181900972,8855.8555133585,9073.4901036823,8003.1216380693995,5826.2013000000015,6318.9855,8442.4270550196,3164.89,10538.358097541999,7132.1399999999985,8596.050139237099,14084.1625,2795.3,8536.6157898737,10966.8392680323,12363.3865,11405.2512,11283.7384482096,8455.990447677601,11983.0154,13141.6956,11318.590800000002,2142.23,10256.841,7978.1029130401,7736.0109420506005,11367.0721700897,10191.4375386257,12192.362,12818.988000000001,5281.245022026199,12762.6902,7616.083666605325,11228.8888036419,9348.6855,11131.32995569,13553.3368,12599.6486,10507.605,10397.237730661,10236.9958584238,10208.1061572703,9624.375551366,14934.1095,35067.8208,22739.2472,29957.928,27971.253000000004
b3737,425.63880000000006,369.522,,,,131.328,188.396,4529.5886234197,,4634.072925489,4254.3671560806,4097.1868179384,5085.7643132005,5033.4424229442,209.5014,166.451,4982.768160417801,,6842.8277514989,271.056,5128.7556971235,463.6125,,3717.5865475227,5817.4219818383,316.4332,395.2044,6117.223543008399,5247.1957473304,472.4384,496.54440000000005,423.27120000000014,,258.9975,4589.2045936115,4209.7231458427,6132.8356081351,6429.488804875899,449.442,451.556,,406.0916,,6052.2696422297995,454.3329,5653.5411922640005,518.9768,329.3347,675.6899999999998,5848.186504393,6083.6286001831995,4711.8338502306,5274.0378705166995,1549.4757,997.0944,2442.4308,1214.1695,3299.386400000001
b3738,1115.8722,771.4764000000001,681.05775815168,349.0861513282261,647.47,1237.3085,1407.5152,592.6131905619001,,570.9259940380999,647.7257950633,738.6676116133999,759.8296804122,539.8529811358001,1755.3429000000006,885.7529999999998,676.6476078522,,892.8291547207001,2441.424,656.8698515693,3949.1625,,619.4202028431,844.4047353802999,2370.8233,3744.9087,941.7185064375999,653.7820756706,1775.0631,2783.4840000000004,3149.3616,,3810.348,623.3095191546,585.8607389831,898.5031307153,899.0477862396001,1660.5399999999993,3274.572,1077.1238278641065,1640.3698,1245.687447868905,831.0820382941,2015.5317,906.5602736287,4722.014,3143.8702,558.3149999999998,875.7750699505,933.8508952709,806.6798230427,773.2739218552,1320.9864,4780.9344,1209.3964,4043.2685,1681.7610000000002
b3740,350.6652,326.0898,83.30393492236801,61.168810321947,,119.3295,165.1936,128.0898831659,,100.0410231833,106.96479596209998,,,,202.66380000000004,309.79849999999993,144.2464563667,,,245.172,,265.625,,114.07116173620001,155.4666249484,287.782,306.5685000000001,,135.6947074501,357.1584,340.5468,306.4644,,357.57450000000006,119.72856984309999,139.0639116866,146.87800756139998,,600.3480000000001,542.724,93.86544569723101,580.851,207.005068127615,155.8204658882,494.8461,,474.8728,713.7398,358.1550000000001,160.1675277043,117.0573684034,155.3435233469,,514.5921000000002,1066.0032,699.07,1540.346,1210.9682
b3741,33.582600000000006,54.15660000000001,122.74085987178002,59.042680066840994,,46.151,58.032,,,,22.8566483939,,37.5509510384,58.1004749524,69.0531,57.51149999999999,36.3858998289,,,102.744,38.388022363400005,81.725,,36.5974965317,46.2554998022,90.6526,113.57160000000002,,31.3729946942,97.3461,101.4024,98.7756,,133.974,39.9721239284,37.2550819377,54.050818712399995,,108.5,148.694,270.89942124039004,118.7688,599.696786187655,,110.1324,,150.072,185.9818,160.2,57.23749009189999,,52.111507785600004,,281.5539,233.9136,353.67960000000005,368.037,490.8706
b3742,1091.1186,1178.9388,750.4338947288321,295.07349243092006,544.84,1031.4245,1571.6688,,668.35,,,,,,4441.998000000001,1998.47,,597.2,,2344.8720000000003,,4524.5,602.79,,,3556.1651,4149.1947,,,3583.6622,4376.0112,4571.186400000001,582.12,3313.5209999999997,,,,,6178.815999999999,5660.606,1306.9150917957782,5920.8746,3313.346348472005,,4083.8217,,5417.2440000000015,3766.3624,6565.200000000002,,,,,5329.6116,7677.868799999998,8463.336800000001,8282.681499999999,8094.209200000001
b3743,20.7522,28.998,21.382673121748,24.724304918392,,11.4665,52.88399999999999,,,,,,,,35.94180000000001,40.1465,,,,86.736,,55.425,,,,18.1229,74.562,,,96.7959,68.3892,,,71.3205,,,,,91.084,,29.819166252399008,162.0504,48.61775102868,,62.0928,,,82.0692,,,,,,,,,249.2495,
b3744,130.7988,125.4204,73.18985745640799,30.319084012662,,176.33900000000003,360.4536,234.2378640936,,233.2835412411,109.1395255425,,142.340723268,296.0573222269,403.06320000000005,615.434,319.4626766782,,218.13615648779998,694.7639999999999,377.3950760754,1287.0124999999996,,437.42646490190003,248.1425796557,738.1367,757.3589999999999,286.53047629779996,452.1806620563,933.3357,1095.9168,1069.7676,,1418.7825000000007,530.0615234286,506.0810590488,355.8557497969,387.1247013013,1311.954,1291.458,360.42759607509606,2507.5212,1210.5726907553399,437.3634741425,1284.633,470.26169127279996,1819.6896,1043.9983,2139.255,473.12319903819997,501.3344859221,518.5459594455,595.6006801346,4739.4936,53091.168,1943.6584000000007,1292.2789999999998,902.3238
b3746,84.7908,57.4776,70.50231438456001,58.91798591375701,,44.8495,61.53680000000001,,,,,,,,26.0295,44.206,,,,57.35999999999999,,48.175,,,,46.9519,42.5184,,,58.295,56.5884,50.0148,,79.65,,,,,43.974,37.674,63.803268360837,46.6754,137.51935482074498,,84.3486,,67.9024,71.44550000000002,17.655,,,,,44.8695,68.2944,39.66520000000001,126.5275,57.44300000000001
b3747,,,9.927132505572002,12.365500977457998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.723381727715001,,20.088451270265,,,,,,,,,,,,,,,
b3748,524.0538,422.18820000000005,,,577.9,1230.098,1184.6432,,596.84,1418.2536265394,1612.9621440157,,,999.0838210239999,1583.2374,663.5039999999999,,448.51,,984.792,,748.7,297.28,,803.3583203175,870.2675,864.6483,,543.4838480726,490.2937,575.5728,816.5388,156.4,844.4925,433.8278467923,313.0368525715,,,296.016,298.62,,251.4252,,,280.32899999999995,,550.7819999999998,560.0314,160.38,,,,,1617.5499,679.8720000000002,811.8964000000002,1506.1825,3672.6678
b3749,68.18580000000001,96.0336,181.15780366968403,96.786292478962,,164.41649999999996,118.1648,,,,,,,,56.61000000000001,42.435,,,,140.184,,142.075,,,,79.00670000000002,87.9264,,,72.8884,70.65960000000003,65.14200000000001,,121.81050000000002,,,,,48.986000000000004,41.23,216.70197852924002,25.7872,171.294198842585,,26.5335,,66.8368,53.788999999999994,57.345,,,,,466.6428,173.70239999999995,160.88680000000005,168.3235,1384.3654
b3750,18.4194,12.717,201.233651467244,84.48173073141301,,77.672,71.3336,,,,,,,,46.4202,24.725,,,,74.58,,67.0125,,,,37.1602,47.11080000000001,,,31.0994,29.8848,58.06680000000001,,59.8455,,,,,12.264000000000001,17.794,196.83422138014504,8.9176,150.13073918559996,,10.5693,,54.15320000000001,25.5088,6.93,,,,,180.9117,36.6912,69.4512,54.5885,601.0260000000002
b3751,9501.1866,10225.5696,9055.015064342086,2835.868465839353,10916.1,19415.568,21763.3208,15085.2715627445,10728.25,13149.8795987166,17844.7714187399,13685.027448013601,12124.1322008543,12934.656724092,25994.046600000005,15673.9595,11436.128217708301,7869.75,11429.6538317991,24197.987999999998,7549.715926389599,33561.4125,7031.33,5712.5999401574,15900.2765177472,28846.6022,28427.2269,10380.206871966899,4109.9494351439,22709.3609,24547.4724,32428.3476,3286.37,21579.831,3175.3195032313,3004.6780564053997,12065.0602799669,9276.5445196001,4156.516,5029.36,12260.087623487087,7154.4144,3531.6177422648493,8922.667213496501,5366.8524,7741.5678387836,15893.3648,7889.0434,4853.25,9395.7805268,4844.629477344,3162.1401211387,444.273284819,37569.5067,36962.6112,39044.3368,45104.42,173312.50699999998
b3752,66.7926,71.5716,234.923077082548,66.05888871852301,123.3,132.14499999999998,174.83440000000004,77.9146822363,146.32,,,55.2354897034,62.7135406807,,153.37980000000005,141.09349999999995,93.53027719069999,137.25,,214.968,44.837307600600006,218.1625,111.91,80.1071268819,98.54892427639999,203.7715,212.1018,114.4633568693,,197.9934,237.09840000000003,218.8428,83.37,265.38300000000004,38.4805449475,,,,58.94,91.93799999999999,381.675805305831,93.0668,253.77685859388,90.481409453,117.1884,,185.7548,134.547,144.135,83.15817920079999,,67.0860038497,,873.4419,595.7184,1284.1688,1038.106,4603.898400000001
b3755,93.6684,85.941,191.33133847658402,163.902810156318,,41.4675,61.1208,64.8815670852,,63.2764298022,61.2560285088,,,72.1577590345,59.451600000000006,102.6835,,,,86.47200000000001,65.1825490195,131.775,,67.3784951586,83.1989713751,94.0562,84.8562,,93.4924484918,137.3273,113.0052,113.124,,102.384,103.4877126783,130.7148049178,105.0486826411,,222.418,137.18599999999998,162.25580902719,224.4452,479.27421843337004,105.00772406790001,170.8434,89.2808212806,154.882,161.5756,78.91499999999998,99.1491110659,131.0149258701,122.01200518739999,,94.5357,311.0976,280.47600000000006,561.967,275.94440000000003
b3764,5228.0154,5392.8666,2863.727725639849,1968.0280649359847,2798.59,2285.0065,3007.3056,4970.2719312037,2815.32,5070.0516557216,4955.9191051468,4978.0431553709,4687.339292939099,5461.120255771099,4753.2864,3761.3625,5072.6839078406,3210.64,5527.2760704275,4058.148,5228.3638906824,7352.7750000000015,3341.8,5154.7281843695,5467.0238097834,7321.6897,6796.7391,5601.526281377,4866.5207980559,6205.863,8469.8196,6213.424800000002,3602.12,7088.593500000001,4825.5390589942,4585.922330765,5330.7036930885,5650.4499666746,11415.347999999998,9528.33,5478.225673897498,8053.217599999999,9167.1586521108,5941.1765214954,10542.9429,5501.5336655931005,9754.8428,12541.479,7486.335000000001,5865.827287278101,5079.316013130399,5553.776040846899,2607.5223245514003,8698.2579,16910.4576,10655.014,15754.082,12475.0282
b3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.91,,,,,1083.6825,,48.1452,,219.2644
b3770,3140.7912,3081.4344,1115.2019763079559,606.521214521704,768.7,754.9174999999998,956.1656,1126.2984548267,1308.1,1237.3814552101,717.5693337816,633.7222441552,784.6745986044,1172.0185311712,1285.3134000000002,1442.8245,1412.7228644098002,1568.56,1015.0271434099001,1721.892,1586.5519566782,2462.125,2175.0,1607.6942248074,1065.1685542807002,2195.1315,2537.4945,1232.6191637217999,1775.976039063,2402.5007,2506.6404,2162.028,1965.44,3194.559,2215.2788003407,2121.6703909227,1450.4383951116001,1305.2552976926,7236.964,5629.064,1405.0920527637961,3704.8368,4492.445536111571,1536.9752057635,5161.2582,1619.0682495149,4355.5068,3923.8256,3302.985,1643.1901586395002,1640.8982942472,1608.0096657881,1525.8593326438001,19895.1717,3119.1168,1682.6864,2986.522,3559.155200000001
b3771,930.0906,898.2414000000001,444.660818597764,255.558283067385,25.49,263.473,398.528,222.496465055,34.11,223.8377324557,126.4170693441,135.7500582517,159.2720715229,248.76020998709998,493.3395,579.761,246.76453288209999,62.09,174.11653743990001,611.46,271.0140320818,1242.7,46.0,287.5046018753,188.1991337968,861.9109,927.2649,200.8805694438,307.8308543504,1177.035,937.398,1061.874,78.64,1135.755,344.330279047,345.1212425892,200.8133134829,216.8457762806,2915.5840000000003,2067.0860000000002,652.1884022581652,1702.4238,1790.3221397750601,230.1268478159,1681.2978,215.6959638407,1798.3036,1728.1914,1353.465,230.9507893005,250.679119722,257.3095802577,229.547316665,10699.1367,740.4096,378.0384,1064.121,1491.0764
b3772,113.886,81.2916,192.365117801264,73.390966146099,,56.1735,82.22240000000002,88.3369912743,,75.0222825363,44.7285187187,,,75.7889391195,88.1229,71.806,99.0504433583,,,117.912,91.7809152659,188.0375,,109.3509639022,74.0539687535,117.6909,138.4299,,119.6154885272,193.6704,132.1716,137.51760000000002,,192.834,125.8172425493,136.8439136769,70.3534161408,,341.418,321.594,294.86018109501305,198.516,898.3128584639949,73.6879717245,275.9631,,249.1136,318.86,279.045,79.3103593902,98.64810144290001,80.7876400725,79.46414782949999,2229.1734,185.6832,152.0464,210.0335,452.9822
b3773,0.8748000000000001,0.22680000000000006,17.733190588488,12.434220401066,,0.076,1.3624,,,,,,,,6.66,1.8285,,,,0.18,,0.025,,,,10.9855,1.3803,,,8.1875,5.3856,,,5.440500000000001,,,,,0.0,,12.267123327381,10.9908,40.23965722084,,27.2685,,,38.7251,,,,,,,,,91.0525,
b3774,30561.397200000003,27885.3354,7792.121185687892,5478.672819522057,8618.95,6457.9575,12045.8936,23374.3937960661,10438.36,23204.8178784164,4273.3587789931,4699.0147716094,4668.643347213,23853.5220362621,15069.848400000004,17944.6,24385.162305950096,11862.22,5803.9028689463,21407.4,24092.9403490948,17598.9,12363.1,24144.4218456294,5986.5790081531995,25341.7832,31958.4471,6167.6124010065005,24431.741602104103,27493.703600000004,38365.456800000014,31486.29,14574.05,36257.138999999996,24399.899433271403,23839.6413828101,6226.4507973537,5771.5694746588,58330.692,41083.07,10351.17337168663,47339.7612,31787.54026462502,5132.5235414699,29067.2361,4872.427130375399,52968.80040000001,50693.6889,52095.09,4109.7946951127005,3905.6221173034996,3267.4979007955,2547.2284646929998,32133.0756,3982.4832,2433.1028,7357.5149999999985,3764.206000000001
b3775,332.4078,253.8864,747.45078193614,376.80976432576205,1499.52,631.237,943.8416,993.0525093292999,1497.87,961.3160706024,920.5503921272,955.3144848733999,1056.8745482033999,1281.0036834989999,1360.8489000000004,1048.9725,951.2328938461,1561.21,1238.4182273263,1139.244,1087.9402397493,1274.65,1594.52,900.9310275137,977.0740473125,1544.4978,1561.3386,1136.7730236546001,841.1301538877001,1142.7916,1722.7320000000002,1238.5296,1654.13,1561.3965,940.4907440744,767.1298376197,1153.284802328,1143.4815631391,1689.7720000000002,1922.2,1247.5811640356371,1544.4488,2053.98891460193,1238.184854255,1438.5861,1047.0457820317,2238.3520000000008,1135.2906,1907.13,953.0530892157001,832.7959194329,1009.5235325213999,596.8916424555999,3031.2843,4825.4976000000015,4285.5588,4247.8625,5462.665800000002
b3778,1.8630000000000002,1.6362,15.737467955508,7.587299539626,,6.935,8.9544,,,,,,,,3.862800000000001,4.508,,,,13.175999999999998,,7.5875,,,,5.638800000000002,5.043900000000002,,,9.1045,8.052,4.6728000000000005,,16.389000000000006,,,,,4.914,8.106,14.078525726433,9.8832,34.562765162190004,,9.6285,,11.4848,14.9447,0.66,,,,,4.0002,19.104,2.544,23.005,11.2706
b3779,42.2496,16.8804,84.827510691664,32.044506907875004,,19.361,31.9904,,,,,,,,34.332300000000004,23.874000000000002,,,,37.932,,48.7875,,,,39.6494,46.6851,,,58.163999999999994,39.8244,36.2604,,43.173,,,,,16.674,35.448,136.424272046787,85.6828,286.45843450131,,41.1306,,57.7496,50.108700000000006,3.255,,,,,8.0181,89.24159999999998,0.424,90.8375,9.5484
b3780,319.0914,308.5614,515.549107430436,406.38356395508805,516.6,350.968,415.01199999999994,330.24624558060003,489.02,337.4147551203,308.7278506915,303.6722663213,298.8332672949,340.3369215417,390.1983,401.166,354.62403684300006,529.8,318.8026056163,535.944,338.2425204206,519.0375,504.27,364.8861809269,305.4053681365,486.8037,531.9186,333.4319367681,373.6496530888,572.6403,543.8268,493.1124,549.6,722.5065000000002,387.8958244866,391.2287849515,355.1517847001,352.8304728497,572.068,802.872,749.0158057102742,705.5412,1485.77914847427,323.9997765429,742.6293,324.4387009368,843.5112,750.2298999999998,695.88,337.43482748779996,350.56483686309997,328.8726888544,355.6881225089,1095.453,1167.4752,1341.7904,2017.0655,1953.3672
b3781,26412.1074,24875.91,4417.744153834385,4119.223878108765,9331.17,9764.841,11925.42,12689.107340364199,9205.07,12617.0205119409,11418.0205312149,11182.7888647829,13061.7928622521,12221.4839339596,22855.787999999997,12809.275,11416.866469341001,9003.28,11102.741200561999,15309.372,11610.436485210701,21750.1375,8134.96,10150.2537511589,10222.2998387725,18490.8317,22991.9925,9900.826236426701,9053.2827653722,26244.6972,24079.4796,26236.8348,8234.27,20167.2855,8506.7030388163,8125.4193881394995,8743.9050313545,8920.214483788399,34311.032,30028.082000000002,4156.065073177969,29750.8744,9813.437315418369,8338.4726255388,41009.5749,7317.1379434547,37336.6704,36501.7667,35933.385,6942.5855036096,5769.1663730024,6624.671846760501,3439.0834647463003,47048.6001,48822.6624,53277.5716,56419.5045,64478.68840000001
b3783,2423.2608,2476.9476,2238.7667787240407,1463.482480096394,2498.97,1745.5585,1922.648,3020.6851469361,2813.12,3094.8308906358,2952.342708823,3149.6179553406,3363.3548712381,3255.3914472558004,1883.0151000000005,2371.2195,3295.8422156586,2875.69,3422.9673047518,2655.3720000000003,3378.2240295661,2929.1625,2789.81,3514.3798520584996,3570.8539813154,3038.7544,3443.5260000000007,3842.1791552704,3569.5094960414003,2995.0399,3409.3224000000005,3356.8788000000004,2720.81,3765.636,3682.1845786803,3575.8509343586998,3882.1246069854997,3929.0741114316997,3310.9299999999994,3818.458,2429.6999962462924,4604.918,4982.770665233295,3841.3971056094,4414.4982,4049.8086913719,4630.3872,4741.4631,4661.49,4024.3693902135997,4188.0874589296,4105.4891226863,4295.0646143270005,6587.8338,7816.9344,9954.7992,12757.089499999998,12031.0712
b3784,0.016200000000000003,0.016200000000000003,58.001574017723996,36.023603052614995,,2.4225,3.1408,,,,,,,,0.0111,4.209,,,,4.248,,7.7125,,,,4.3942,0.0258,,,2.4104,4.8972,0.026400000000000003,,12.798000000000002,,,,,0.08399999999999999,0.028,52.64421449637,1.7466,102.82994656531,,0.0294,,0.0296,0.2086,5.1450000000000005,,,,,27.0987,0.0384,34.8528,0.387,71.28600000000002
b3785,65.8044,102.3516,266.532836105316,195.9105248219,,104.196,101.3584,141.92334285479998,,130.2948302101,120.25149607559999,123.574526096,,148.30466143790002,71.04,128.248,144.281064738,,128.8277022216,149.472,129.6680256747,151.3125,,162.3692656113,143.5819310096,145.4023,158.025,131.5122790614,118.8743217012,172.73660000000004,154.1892,129.3072,,202.60800000000003,144.7559977767,141.44832861860002,137.2780672308,139.88706198719998,142.58999999999997,195.38400000000001,324.283520853906,198.445,704.9667318333451,143.35178659299999,189.0714,149.4636097207,188.9516,168.9809,137.175,143.1872829823,114.16379258010001,148.8030793282,145.9770354622,277.3236,328.2048,502.7792,644.0325,435.6512
b3786,96.1956,67.1328,94.904544170128,88.212339890186,,14.953,21.538400000000006,,,,,,,,31.812600000000003,42.1015,,,,39.3,,66.325,,,,68.2371,66.6285,,,83.709,73.7748,64.2972,,69.336,,,,,149.45,99.456,124.72436763226202,165.28799999999998,370.9777314505,,135.22529999999998,,100.5364,159.9813,159.57,,,,,296.6874,219.7632,292.6448,443.631,546.0682
b3787,52.8444,63.9576,101.46312409344802,72.027185660437,,14.326,33.332,,,,,,,,26.4846,45.517,,,,49.92,,75.375,,,,73.3044,88.36500000000002,,,81.3248,90.6972,59.00400000000001,,78.111,,,,,92.54,119.67200000000001,110.39145612225302,157.265,273.71364036025,,108.19200000000001,,123.21,148.6126,139.77,,,,,304.971,431.52,532.7348000000002,723.0880000000001,751.0318000000002
b3788,12.4092,19.521,80.485544007064,39.531200104042,,3.8855,5.3352,,,,,,,,5.6943,16.801499999999994,,,,15.636,,27.1,,,,24.168100000000006,28.212300000000006,,,28.2174,38.1876,15.5232,,19.71,,,,,27.888,33.418,90.313329287868,58.5182,255.36212961056998,,32.781,,36.186,32.8694,60.45,,,,,83.79180000000002,179.5776,222.0064,307.0200000000001,261.5782
b3789,29.0466,18.7758,48.193216463236,46.258418200417005,,7.941999999999998,12.5944,,,,,,,,6.6267000000000005,3.4845,,,,14.688,,29.4,,,,27.838400000000004,30.0441,,,24.5494,33.4488,21.8328,,25.3125,,,,,24.108,30.814,43.822948829910004,37.7294,104.858310464735,,36.9705,,35.031600000000005,51.06230000000001,33.69,,,,,65.1006,82.3296,87.74680000000002,123.539,125.1102
b3790,3.24,4.0014,,,,3.3155,1.7056,,,,,,,,1.1655000000000002,5.945499999999999,,,,5.76,,5.0625,,,,24.3713,7.5207000000000015,,,16.9252,13.332,,,12.69,,,,,2.688,,,41.1516,,,6.0123,,,7.0328,,,,,,,,,65.919,
b3791,45.1818,24.8184,182.633125679192,94.567416132204,76.46,26.201,26.6032,31.343650275500003,66.01,,,,,42.4190526514,51.3042,46.12649999999999,35.6716916497,66.99,,43.848,23.8792178415,83.83749999999998,70.71,30.0115832271,,74.6633,68.3442,,,85.9753,76.8108,60.6936,79.23,59.19750000000001,,31.947290701799997,,,48.986000000000004,77.378,209.65310889724205,111.5126,500.666686106185,34.1343744816,65.9883,,92.6776,127.0523,93.48,35.4530344665,,39.3556354082,36.2369307495,175.6902,209.1456,254.6332,324.994,347.9934
b3794,5.2002000000000015,1.6362,43.045340955808,53.40830545240299,,4.645499999999998,7.2904,,,,,,,,9.0909,15.3065,,,,6.54,,9.45,,,,18.0848,20.8206,,,28.4794,24.512400000000003,,,23.328000000000007,,,,,35.238,,39.484411862091,41.9184,100.86553611718,,45.4524,,,40.3492,,,,,,,,,125.6675,
b3795,6.237000000000001,3.7260000000000004,,,,5.377000000000001,6.6664,,,,,,,,4.1847,4.2205,,,,9.852,,5.7625,,,,6.8834,6.5274,,,8.3971,5.926800000000001,5.412000000000001,,13.000500000000002,,,,,7.223999999999998,10.892000000000001,,9.5424,,,7.8939,,8.0068,18.7591,6.855,,,,,26.1252,14.4,4.1339999999999995,10.664000000000001,22.563
b3802,172.6596,170.50500000000005,229.33586815658003,122.16214154226999,141.89,190.19,215.8,652.2031654533,134.77,650.5726428506,698.8254180662,768.2582218655,670.7280787077,573.3001037291,154.63410000000005,143.796,578.5306445894,129.08,603.6538583657,267.31199999999995,434.8359926586,250.175,102.3,538.6679915651,587.961601434,232.23220000000003,218.655,524.7371626251,457.6034712614,229.8395,232.71600000000004,244.794,89.58,299.7000000000001,426.11115799410004,429.2108262728,549.4280854864,518.0202898542,183.30200000000002,210.91,315.430024847271,204.0966,438.09955480323,492.8590761988,175.6944,452.23629154559995,238.6056,297.2848,783.2549999999999,397.5795063822,400.2909421178,361.1897694785,403.5678375596,427.0302,448.2048,548.974,694.0844999999998,797.9672
b3803,512.4384,535.734,626.307373970184,352.5756304345801,398.13,348.897,444.5792,390.4368735194,385.61,412.78826898830005,451.8640074789,468.5114639558,445.1090559279,375.08119714019995,653.6901,493.8675,376.9884498106,355.78,405.8149771232,539.2679999999998,348.71314216760004,751.925,295.22,336.9082895584,389.74173668080005,736.4349,816.0024,381.57255302910005,321.628901608,760.5336,821.0532000000002,811.7868000000002,241.25,606.096,298.5058723935,329.0131657746,330.9060342206,346.5618664116,879.564,830.1859999999998,738.409652075901,833.0429999999999,1257.54160592789,271.60960196450003,784.1274,271.75641209369996,780.1228,741.9603999999998,605.0699999999998,228.38113230009998,270.41101393919996,232.6348257753,266.2910695265,990.138,1969.344,1586.8624,2142.3675,1758.061
b3804,2.0250000000000004,3.8718,98.39837595718399,37.562742332529,42.71,13.280999999999999,14.3208,,38.51,,,,,,15.4845,15.375499999999995,,26.96,,16.247999999999998,,20.875,17.85,,,21.7678,17.789099999999994,,,20.8945,17.7144,14.0052,14.78,13.554,,,,,14.223999999999998,13.16,75.860696923776,16.784399999999998,82.763459104655,,11.9217,,18.4112,11.175,12.03,,,,,17.7,25.4016,28.514,39.1945,26.5742
b3805,221.51880000000003,238.3344,429.43115457936005,330.60312403042104,,112.44200000000001,167.91840000000005,,,,,,,,208.40250000000003,155.572,,,,200.652,,278.55,,,,232.3719,254.3364,,,294.4487000000001,575.058,266.1648,,223.37100000000004,,,,,310.212,272.04799999999994,439.320542385645,318.1226,872.4536544263402,,369.2052,,277.204,344.2794,324.33,,,,,430.6233,1326.8736,755.038,1573.4129999999998,1012.3702
